id,url,address,postal_code,lat,lon,geocode_score
1509,https://www.yespark.fr/parkings/1509-rer-ivry-sur-seine-avenue-georges-gosnat,"103 avenue Georges Gosnat, 94200 Ivry-sur-Seine",94200,48.811354,2.384757,0.9713554545454546
1510,https://www.yespark.fr/parkings/1510-ivry-port-ivry-sur-seine,"24 rue Lénine, 94200 Ivry-sur-Seine",94200,48.816937,2.395835,0.8066871074380164
1511,https://www.yespark.fr/parkings/1511-metro-liberte-rue-jean-moulin-charenton-le-pont,"3 rue Jean Moulin, 94220 Charenton-le-Pont",94220,48.822585,2.408459,0.9580918181818181
1512,https://www.yespark.fr/parkings/1512-noisy-le-grand-centre-ville,"6 avenue Emile Cossonneau, 93160 Noisy-le-Grand",93160,48.848799,2.55283,0.9793236363636363
1517,https://www.yespark.fr/parkings/1517-michel-bizot-paris-12,"6 Sentier de Montempoivre, 75012 Paris",75012,48.840249,2.401613,0.9698890909090908
1519,https://www.yespark.fr/parkings/1519-les-goulvents-rueil-malmaison,"28 rue Sophie Rodrigues, 92000 Rueil-Malmaison",92000,48.884694,2.185583,0.8128955731225295
1522,https://www.yespark.fr/parkings/1522-theatre-de-menilmontant-paris-20,"52 rue Stendhal, 75020 Paris",75020,48.862559,2.400784,0.9781327272727273
1528,https://www.yespark.fr/parkings/1528-bastille-popincourt-paris-11,"23 rue Trousseau, 75011 Paris",75011,48.852482,2.378984,0.9749945454545454
1533,https://www.yespark.fr/parkings/1533-saint-maur-paris-11,"9 rue Louis Bonnet, 75011 Paris",75011,48.870674,2.37649,0.9721509090909091
1534,https://www.yespark.fr/parkings/1534-metro-la-dhuys-rue-lucien-piron-rosny-sous-bois,"25 rue Lucien Piron, 93110 Rosny-sous-Bois",93110,48.877946,2.465711,0.9634809090909089
1537,https://www.yespark.fr/parkings/1537-denfert-rochereau-paris-14,"2 square de l'Aide Sociale, 75014 Paris",75014,48.833942,2.323807,0.9651572727272727
1538,https://www.yespark.fr/parkings/1538-mairie-de-puteaux,"115 rue de la République, 92800 Puteaux",92800,48.884929,2.2403,0.9746081818181817
1540,https://www.yespark.fr/parkings/1540-cimetiere-de-malakoff-vanves,"79 rue de l'Avenir, 92170 Vanves",92170,48.815645,2.280739,0.9697172727272726
1541,https://www.yespark.fr/parkings/1541-rer-issy-cours-saint-vincent-issy-les-moulineaux,"2 cours Saint-Vincent, 92130 Issy-les-Moulineaux",92130,48.821044,2.252955,0.9694636363636363
1542,https://www.yespark.fr/parkings/1542-gare-rer-issy-issy-les-moulineaux,"154 bis avenue de Verdun, 92130 Issy-les-Moulineaux",92130,48.818765,2.25313,0.8362999999999998
1558,https://www.yespark.fr/parkings/1558-rer-val-de-fontenay-rue-de-la-mare-a-guillaume-fontenay-sous-bois,"9-11 rue de la Mare à Guillaume, 94120 Fontenay-sous-Bois",94120,48.853929,2.483929,0.8410906611570247
1560,https://www.yespark.fr/parkings/1560-bibliotheque-francois-villon-paris-10,"22 rue Vicq d'Azir, 75010 Paris",75010,48.876073,2.371138,0.9715227272727273
1586,https://www.yespark.fr/parkings/1586-rosny-sous-bois-la-bossiere,"247 boulevard de La Boissière, 93110 Rosny-sous-Bois",93110,48.876403,2.469254,0.9653236363636362
1589,https://www.yespark.fr/parkings/1589-mairie-des-lilas-le-pre-saint-gervais,"15 avenue du Belvédère, 93310 Le Pré-Saint-Gervais",93310,48.880143,2.410624,0.9687245454545453
1597,https://www.yespark.fr/parkings/1597-metro-pere-lachaise-rue-houdart-paris,"16 rue Houdard, 75020 Paris",75020,48.864372,2.38756,0.761359696969697
1599,https://www.yespark.fr/parkings/1599-pyrenees-place-des-fetes-paris,"39 rue de la Mare, 75020 Paris",75020,48.871021,2.389754,0.9803827272727272
1600,https://www.yespark.fr/parkings/1600-parc-de-belleville-jourdain-paris,"23 rue des Envierges, 75020 Paris",75020,48.872278,2.387394,0.9771
1601,https://www.yespark.fr/parkings/1601-montgallet-picpus-paris,"107 rue de Reuilly, 75012 Paris",75012,48.84261,2.392406,0.9807290909090909
1602,https://www.yespark.fr/parkings/1602-bercy-village-37-rue-gabriel-lame-paris-12,"37 rue Gabriel Lamé, 75012 Paris",75012,48.834718,2.385862,0.9761090909090908
1604,https://www.yespark.fr/parkings/1604-court-saint-emilion-rue-de-pommard-paris-12,"23 rue de Pommard, 75012 Paris",75012,48.836098,2.384126,0.9752963636363636
1605,https://www.yespark.fr/parkings/1605-ugc-cine-cite-bercy-cour-saint-emilion-paris,"61 rue François Truffaut, 75012 Paris",75012,48.834699,2.387685,0.9753945454545454
1606,https://www.yespark.fr/parkings/1606-gare-de-lyon-college-paul-verlaine-paris,"7 rue Villiot, 75012 Paris",75012,48.841204,2.374315,0.9745463636363635
1607,https://www.yespark.fr/parkings/1607-hopital-sainte-anne-mouton-duvernet-paris,"12 rue Broussais, 75014 Paris",75014,48.830047,2.336573,0.974830909090909
1608,https://www.yespark.fr/parkings/1608-porte-de-vanves-hopital-paris-saint-joseph,"153 rue Raymond Losserand, 75014 Paris",75014,48.830948,2.312549,0.982920909090909
1609,https://www.yespark.fr/parkings/1609-vaugirard-pasteur-paris,"127 rue Falguière, 75015 Paris",75015,48.837267,2.310968,0.9826054545454546
